congress,bill_number,sponsor_title,sponsor_name,sponsor_state,cosponsor_name,cosponsor_bioguide_id,date_signed
115,hr6060,Rep.,Seth Moulton,MA,Michael E. Capuano,C001037,2018-07-10
115,hr6060,Rep.,Seth Moulton,MA,Zoe Lofgren,L000397,2018-07-26
115,hr6060,Rep.,Seth Moulton,MA,David Cicilline,C001084,2018-08-03
115,hr6060,Rep.,Seth Moulton,MA,Ted Lieu,L000582,2018-08-10
115,hr6060,Rep.,Seth Moulton,MA,Richard E. Neal,N000015,2018-08-21
115,hr6060,Rep.,Seth Moulton,MA,Debbie Wasserman Schultz,W000797,2018-08-28
115,hr6060,Rep.,Seth Moulton,MA,Alan Lowenthal,L000579,2018-09-20
115,hr6060,Rep.,Seth Moulton,MA,Kathy Castor,C001066,2018-09-25
115,hr6060,Rep.,Seth Moulton,MA,David E. Price,P000523,2018-09-25
115,hr6060,Rep.,Seth Moulton,MA,Gene Green,G000410,2018-09-25
115,hr6060,Rep.,Seth Moulton,MA,Anna G. Eshoo,E000215,2018-09-28
115,hr6060,Rep.,Seth Moulton,MA,Earl Blumenauer,B000574,2018-09-28
115,hr6060,Rep.,Seth Moulton,MA,Jan Schakowsky,S001145,2018-10-02
115,hr6060,Rep.,Seth Moulton,MA,Jamie Raskin,R000606,2018-10-26
115,hr6060,Rep.,Seth Moulton,MA,Daniel M. Donovan,D000625,2018-11-09
115,hr6060,Rep.,Seth Moulton,MA,Eleanor Holmes Norton,N000147,2018-12-10
115,hr6060,Rep.,Seth Moulton,MA,Sean Patrick Maloney,M001185,2018-12-10
115,hr6060,Rep.,Seth Moulton,MA,Paul Tonko,T000469,2018-12-10
115,hr6060,Rep.,Seth Moulton,MA,Thomas Suozzi,S001201,2018-12-10
115,hr6060,Rep.,Seth Moulton,MA,Alcee L. Hastings,H000324,2018-12-10
115,hr6060,Rep.,Seth Moulton,MA,Jerry McNerney,M001166,2018-12-10
115,hr6060,Rep.,Seth Moulton,MA,Bill Foster,F000454,2018-12-12
115,hr6060,Rep.,Seth Moulton,MA,Daniel Lipinski,L000563,2018-12-12
115,hr6060,Rep.,Seth Moulton,MA,Mark DeSaulnier,D000623,2018-12-12
115,hr6060,Rep.,Seth Moulton,MA,John Lewis,L000287,2018-12-20
115,hr6060,Rep.,Seth Moulton,MA,Julia Brownley,B001285,2018-12-20
115,hr6060,Rep.,Seth Moulton,MA,Salud Carbajal,C001112,2018-12-20
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Kenny Marchant,M001158,2018-06-27
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Sheila Jackson Lee,J000032,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Terri Sewell,S001185,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Yvette D. Clarke,C001067,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Gregory W. Meeks,M001137,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Barbara Lee,L000551,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,John Lewis,L000287,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,A. Donald McEachin,M001200,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Robin Kelly,K000385,2018-10-16
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Betty McCollum,M001143,2018-10-19
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Eleanor Holmes Norton,N000147,2018-10-26
115,hr6062,Rep.,Donald M. Payne Jr.,NJ,Sanford D. Bishop Jr.,B000490,2018-10-26
115,hr6064,Rep.,Thomas Suozzi,NY,Peter T. King,K000210,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Kathleen Rice,R000602,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Gregory W. Meeks,M001137,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Grace Meng,M001188,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Nydia M. Velázquez,V000081,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Hakeem Jeffries,J000294,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Yvette D. Clarke,C001067,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Jerrold Nadler,N000002,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Carolyn B. Maloney,M000087,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Adriano Espaillat,E000297,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Joseph Crowley,C001038,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,José E. Serrano,S000248,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Eliot L. Engel,E000179,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Nita M. Lowey,L000480,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Sean Patrick Maloney,M001185,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,John Faso,F000464,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Paul Tonko,T000469,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Elise Stefanik,S001196,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Claudia Tenney,T000478,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Tom Reed,R000585,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,John Katko,K000386,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Brian Higgins,H001038,2018-09-04
115,hr6064,Rep.,Thomas Suozzi,NY,Lee Zeldin,Z000017,2018-09-12
115,hr6065,Rep.,Greg Walden,OR,Lynn Jenkins,J000290,2018-06-08
115,hr6067,Rep.,Sheila Jackson Lee,TX,Michael C. Burgess,B001248,2018-06-12
115,hr6067,Rep.,Sheila Jackson Lee,TX,Gwen Moore,M001160,2018-06-12
115,hr6067,Rep.,Sheila Jackson Lee,TX,Steve Cohen,C001068,2018-06-26
115,hr6068,Rep.,Steve Pearce,NM,Blaine Luetkemeyer,L000569,2018-06-12
115,hr6068,Rep.,Steve Pearce,NM,Ralph Abraham,A000374,2018-07-18
115,hr6069,Rep.,Juan Vargas,CA,Keith Rothfus,R000598,2018-06-12
115,hr6069,Rep.,Juan Vargas,CA,Kyrsten Sinema,S001191,2018-06-14
115,hr6070,Rep.,David Cicilline,RI,Dave Loebsack,L000565,2018-06-12
115,hr6071,Rep.,Doris Matsui,CA,Joseph P. Kennedy III,K000379,2018-07-06
115,hr6071,Rep.,Doris Matsui,CA,Mark DeSaulnier,D000623,2018-07-06
115,hr6071,Rep.,Doris Matsui,CA,Adam B. Schiff,S001150,2018-07-10
115,hr6071,Rep.,Doris Matsui,CA,Judy Chu,C001080,2018-07-10
115,hr6071,Rep.,Doris Matsui,CA,Michael E. Capuano,C001037,2018-07-12
115,hr6071,Rep.,Doris Matsui,CA,Jim McGovern,M000312,2018-07-12
115,hr6071,Rep.,Doris Matsui,CA,John Garamendi,G000559,2018-07-12
115,hr6071,Rep.,Doris Matsui,CA,Zoe Lofgren,L000397,2018-07-13
115,hr6071,Rep.,Doris Matsui,CA,Collin C. Peterson,P000258,2018-07-16
115,hr6071,Rep.,Doris Matsui,CA,Stephen F. Lynch,L000562,2018-07-16
115,hr6071,Rep.,Doris Matsui,CA,Mark Pocan,P000607,2018-07-16
115,hr6071,Rep.,Doris Matsui,CA,Sean Patrick Maloney,M001185,2018-07-19
115,hr6071,Rep.,Doris Matsui,CA,Nydia M. Velázquez,V000081,2018-07-19
115,hr6071,Rep.,Doris Matsui,CA,Joseph Crowley,C001038,2018-07-23
115,hr6071,Rep.,Doris Matsui,CA,Jamie Raskin,R000606,2018-07-23
115,hr6071,Rep.,Doris Matsui,CA,Elise Stefanik,S001196,2018-07-24
115,hr6071,Rep.,Doris Matsui,CA,Seth Moulton,M001196,2018-07-24
115,hr6071,Rep.,Doris Matsui,CA,Rick Nolan,N000127,2018-07-24
115,hr6071,Rep.,Doris Matsui,CA,Peter J. Visclosky,V000108,2018-07-25
115,hr6071,Rep.,Doris Matsui,CA,Peter Welch,W000800,2018-07-27
115,hr6071,Rep.,Doris Matsui,CA,Bobby L. Rush,R000515,2018-08-03
115,hr6071,Rep.,Doris Matsui,CA,Donald M. Payne Jr.,P000604,2018-09-25
115,hr6071,Rep.,Doris Matsui,CA,Brian Higgins,H001038,2018-10-12
115,hr6071,Rep.,Doris Matsui,CA,Suzan K. DelBene,D000617,2018-10-23
115,hr6071,Rep.,Doris Matsui,CA,Lucille Roybal-Allard,R000486,2018-11-09
115,hr6071,Rep.,Doris Matsui,CA,Eleanor Holmes Norton,N000147,2018-12-11
115,hr6073,Rep.,Kevin Cramer,ND,Scott Tipton,T000470,2018-06-20
115,hr6074,Rep.,Elizabeth Esty,CT,Tom MacArthur,M001193,2018-06-12
115,hr6074,Rep.,Elizabeth Esty,CT,Ann McLane Kuster,K000382,2018-06-12
115,hr6074,Rep.,Elizabeth Esty,CT,Jenniffer González-Colón,G000582,2018-07-10
115,hr6075,Rep.,Jim Langevin,RI,Gwen Moore,M001160,2018-06-12
115,hr6075,Rep.,Jim Langevin,RI,Ted Deutch,D000610,2018-06-12
115,hr6075,Rep.,Jim Langevin,RI,Mike Quigley,Q000023,2018-06-14
115,hr6075,Rep.,Jim Langevin,RI,Stephen F. Lynch,L000562,2018-06-14
115,hr6075,Rep.,Jim Langevin,RI,Eleanor Holmes Norton,N000147,2018-06-14
115,hr6075,Rep.,Jim Langevin,RI,Bobby L. Rush,R000515,2018-06-14
115,hr6075,Rep.,Jim Langevin,RI,Grace F. Napolitano,N000179,2018-06-14
115,hr6075,Rep.,Jim Langevin,RI,Earl Blumenauer,B000574,2018-06-19
115,hr6075,Rep.,Jim Langevin,RI,Jan Schakowsky,S001145,2018-06-19
115,hr6075,Rep.,Jim Langevin,RI,Hank Johnson,J000288,2018-06-19
115,hr6075,Rep.,Jim Langevin,RI,Karen Bass,B001270,2018-06-19
115,hr6075,Rep.,Jim Langevin,RI,Mark Takano,T000472,2018-06-19
115,hr6075,Rep.,Jim Langevin,RI,Ro Khanna,K000389,2018-06-19
115,hr6075,Rep.,Jim Langevin,RI,Jim McGovern,M000312,2018-06-22
115,hr6075,Rep.,Jim Langevin,RI,Bonnie Watson Coleman,W000822,2018-06-25
115,hr6075,Rep.,Jim Langevin,RI,Robin Kelly,K000385,2018-06-25
115,hr6075,Rep.,Jim Langevin,RI,David Cicilline,C001084,2018-06-27
115,hr6076,Rep.,Mark Meadows,NC,Steve Russell,R000604,2018-06-12
115,hr6076,Rep.,Mark Meadows,NC,Dennis Ross,R000593,2018-06-12
115,hr6076,Rep.,Mark Meadows,NC,Gerald E. Connolly,C001078,2018-06-12
115,hr6076,Rep.,Mark Meadows,NC,Elijah E. Cummings,C000984,2018-06-12
115,hr6076,Rep.,Mark Meadows,NC,Stephen F. Lynch,L000562,2018-06-12
115,hr6076,Rep.,Mark Meadows,NC,Emanuel Cleaver II,C001061,2018-06-26
115,hr6076,Rep.,Mark Meadows,NC,Brenda Lawrence,L000581,2018-07-17
115,hr6077,Rep.,Tom Reed,NY,Brian Higgins,H001038,2018-07-10
115,hr6077,Rep.,Tom Reed,NY,Chris Collins,C001092,2018-07-19
115,hr6079,Rep.,Ted Yoho,FL,Collin C. Peterson,P000258,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,David Young,Y000066,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Vicky Hartzler,H001053,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Adam Kinzinger,K000378,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Roger Marshall,M001198,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Steve Pearce,P000588,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Daniel Webster,W000806,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Ron Estes,E000298,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Neal Dunn,D000628,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Tom Rooney,R000583,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Greg Gianforte,G000584,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Kevin Cramer,C001096,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Randy Weber,W000814,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Kevin Brady,B000755,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Adrian Smith,S001172,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Jason Smith,S001195,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Steve King,K000362,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Brett Guthrie,G000558,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,David Rouzer,R000603,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Morgan Griffith,G000568,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Mike D. Rogers,R000575,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Jackie Walorski,W000813,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Bob Gibbs,G000563,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Clay Higgins,H001077,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Andy Harris,H001052,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Lynn Jenkins,J000290,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Doug LaMalfa,L000578,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Todd Rokita,R000592,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,John Curtis,C001114,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Jeff Fortenberry,F000449,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Robert W. Goodlatte,G000289,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Jodey Arrington,A000375,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Rick Nolan,N000127,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Richard Hudson,H001067,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Jim Banks,B001299,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Mark Meadows,M001187,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,K. Michael Conaway,C001062,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Mike Johnson,J000299,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Dan Newhouse,N000189,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,James Comer,C001108,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Ralph Abraham,A000374,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Glenn Grothman,G000576,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Paul Gosar,G000565,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Steven Palazzo,P000601,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Warren Davidson,D000626,2018-06-12
115,hr6079,Rep.,Ted Yoho,FL,Chuck Fleischmann,F000459,2018-06-13
115,hr6079,Rep.,Ted Yoho,FL,Liz Cheney,C001109,2018-06-13
115,hr6079,Rep.,Ted Yoho,FL,Billy Long,L000576,2018-06-13
115,hr6079,Rep.,Ted Yoho,FL,Markwayne Mullin,M001190,2018-06-14
115,hr6079,Rep.,Ted Yoho,FL,William M. Thornberry,T000238,2018-06-15
115,hr6079,Rep.,Ted Yoho,FL,John Ratcliffe,R000601,2018-06-19
115,hr6079,Rep.,Ted Yoho,FL,Sanford D. Bishop Jr.,B000490,2018-06-19
115,hr6079,Rep.,Ted Yoho,FL,Ken Buck,B001297,2018-06-20
115,hr6079,Rep.,Ted Yoho,FL,Scott Tipton,T000470,2018-07-03
115,hr6079,Rep.,Ted Yoho,FL,John Faso,F000464,2018-07-16
115,hr6079,Rep.,Ted Yoho,FL,Mark Walker,W000819,2018-07-23
115,hr6079,Rep.,Ted Yoho,FL,Frank D. Lucas,L000491,2018-08-03
115,hr6079,Rep.,Ted Yoho,FL,Mike Bishop,B001293,2018-09-04
115,hr6079,Rep.,Ted Yoho,FL,Dennis Ross,R000593,2018-09-04
115,hr6079,Rep.,Ted Yoho,FL,Tom Cole,C001053,2018-09-05
115,hr6079,Rep.,Ted Yoho,FL,Robert J. Wittman,W000804,2018-09-12
115,hr6079,Rep.,Ted Yoho,FL,Glenn Thompson,T000467,2018-09-25
115,hr6079,Rep.,Ted Yoho,FL,Darren Soto,S001200,2018-09-25
115,hr6079,Rep.,Ted Yoho,FL,Matt Gaetz,G000578,2018-09-25
115,hr6080,Rep.,Robert C. Scott,VA,Gregorio Kilili Camacho Sablan,S001177,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Mark Takano,T000472,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Adriano Espaillat,E000297,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Suzanne Bonamici,B001278,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Frederica Wilson,W000808,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Mark Pocan,P000607,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Rosa DeLauro,D000216,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Brendan Boyle,B001296,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,John Garamendi,G000559,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Mark DeSaulnier,D000623,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Judy Chu,C001080,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Jan Schakowsky,S001145,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Eleanor Holmes Norton,N000147,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,David Cicilline,C001084,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Ro Khanna,K000389,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Robert A. Brady,B001227,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Donald W. Norcross,N000188,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Lucille Roybal-Allard,R000486,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Elijah E. Cummings,C000984,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Bonnie Watson Coleman,W000822,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Susan A. Davis,D000598,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Grace F. Napolitano,N000179,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Jerrold Nadler,N000002,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Frank Pallone,P000034,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Linda T. Sánchez,S001156,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Carol Shea-Porter,S001170,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Mike Doyle,D000482,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Alan Lowenthal,L000579,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Colleen Hanabusa,H001050,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Keith Ellison,E000288,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Al Green,G000553,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Debbie Dingell,D000624,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Conor Lamb,L000588,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Joe Courtney,C001069,2018-06-13
115,hr6080,Rep.,Robert C. Scott,VA,Ruben Kihuen,K000390,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Paul Tonko,T000469,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Gene Green,G000410,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Brian Higgins,H001038,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,José E. Serrano,S000248,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Jared Polis,P000598,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Alma Adams,A000370,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Jamie Raskin,R000606,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Peter A. DeFazio,D000191,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Darren Soto,S001200,2018-06-14
115,hr6080,Rep.,Robert C. Scott,VA,Tim Ryan,R000577,2018-06-19
115,hr6080,Rep.,Robert C. Scott,VA,Peter J. Visclosky,V000108,2018-06-19
115,hr6080,Rep.,Robert C. Scott,VA,Ben Ray Luján,L000570,2018-06-19
115,hr6080,Rep.,Robert C. Scott,VA,Earl Blumenauer,B000574,2018-06-22
115,hr6080,Rep.,Robert C. Scott,VA,Brenda Lawrence,L000581,2018-07-10
115,hr6080,Rep.,Robert C. Scott,VA,Eliot L. Engel,E000179,2018-07-10
115,hr6080,Rep.,Robert C. Scott,VA,Jim McGovern,M000312,2018-07-10
115,hr6080,Rep.,Robert C. Scott,VA,Chellie Pingree,P000597,2018-07-10
115,hr6080,Rep.,Robert C. Scott,VA,Sander M. Levin,L000263,2018-07-17
115,hr6080,Rep.,Robert C. Scott,VA,Brad Sherman,S000344,2018-07-17
115,hr6080,Rep.,Robert C. Scott,VA,Anthony Brown,B001304,2018-07-17
115,hr6080,Rep.,Robert C. Scott,VA,Zoe Lofgren,L000397,2018-07-23
115,hr6080,Rep.,Robert C. Scott,VA,Adam Smith,S000510,2018-07-25
115,hr6080,Rep.,Robert C. Scott,VA,Carolyn B. Maloney,M000087,2018-08-07
115,hr6080,Rep.,Robert C. Scott,VA,Barbara Lee,L000551,2018-08-17
115,hr6080,Rep.,Robert C. Scott,VA,André Carson,C001072,2018-08-17
115,hr6080,Rep.,Robert C. Scott,VA,Thomas Suozzi,S001201,2018-08-17
115,hr6080,Rep.,Robert C. Scott,VA,Debbie Wasserman Schultz,W000797,2018-08-17
115,hr6080,Rep.,Robert C. Scott,VA,Albio Sires,S001165,2018-08-17
115,hr6080,Rep.,Robert C. Scott,VA,John Yarmuth,Y000062,2018-08-17
115,hr6080,Rep.,Robert C. Scott,VA,Maxine Waters,W000187,2018-08-24
115,hr6080,Rep.,Robert C. Scott,VA,Marcy Kaptur,K000009,2018-09-05
115,hr6080,Rep.,Robert C. Scott,VA,Salud Carbajal,C001112,2018-09-12
115,hr6080,Rep.,Robert C. Scott,VA,Karen Bass,B001270,2018-09-20
115,hr6080,Rep.,Robert C. Scott,VA,Raúl M. Grijalva,G000551,2018-09-20
115,hr6080,Rep.,Robert C. Scott,VA,Kathleen Rice,R000602,2018-09-20
115,hr6080,Rep.,Robert C. Scott,VA,Betty McCollum,M001143,2018-09-25
115,hr6080,Rep.,Robert C. Scott,VA,Sheila Jackson Lee,J000032,2018-09-25
115,hr6080,Rep.,Robert C. Scott,VA,Sanford D. Bishop Jr.,B000490,2018-09-27
115,hr6080,Rep.,Robert C. Scott,VA,Doris Matsui,M001163,2018-10-23
115,hr6080,Rep.,Robert C. Scott,VA,Bill Foster,F000454,2018-10-26
115,hr6080,Rep.,Robert C. Scott,VA,Hakeem Jeffries,J000294,2018-11-06
115,hr6080,Rep.,Robert C. Scott,VA,Peter Welch,W000800,2018-11-06
115,hr6080,Rep.,Robert C. Scott,VA,William Lacy Clay,C001049,2018-11-06
115,hr6080,Rep.,Robert C. Scott,VA,Susan Wild,W000826,2018-12-20
115,hr6081,Rep.,Darin M. LaHood,IL,Mike Kelly,K000376,2018-06-13
115,hr6081,Rep.,Darin M. LaHood,IL,Earl Blumenauer,B000574,2018-06-13
115,hr6081,Rep.,Darin M. LaHood,IL,Terri Sewell,S001185,2018-06-19
115,hr6081,Rep.,Darin M. LaHood,IL,Steve Stivers,S001187,2018-06-20
115,hr6081,Rep.,Darin M. LaHood,IL,David McKinley,M001180,2018-06-25
115,hr6081,Rep.,Darin M. LaHood,IL,Michael R. Turner,T000463,2018-06-25
115,hr6081,Rep.,Darin M. LaHood,IL,Bruce Westerman,W000821,2018-06-28
115,hr6081,Rep.,Darin M. LaHood,IL,Buddy Carter,C001103,2018-07-17
115,hr6081,Rep.,Darin M. LaHood,IL,Ralph Abraham,A000374,2018-07-24
115,hr6081,Rep.,Darin M. LaHood,IL,Dave Joyce,J000295,2018-07-24
115,hr6081,Rep.,Darin M. LaHood,IL,Bradley Byrne,B001289,2018-09-13
115,hr6081,Rep.,Darin M. LaHood,IL,Rod Blum,B001294,2018-10-05
115,hr6081,Rep.,Darin M. LaHood,IL,Brian Higgins,H001038,2018-10-26
115,hr6081,Rep.,Darin M. LaHood,IL,Elise Stefanik,S001196,2018-11-20
115,hr6081,Rep.,Darin M. LaHood,IL,Peter A. DeFazio,D000191,2018-11-28
115,hr6081,Rep.,Darin M. LaHood,IL,Tim Ryan,R000577,2018-12-10
115,hr6081,Rep.,Darin M. LaHood,IL,Mike Simpson,S001148,2018-12-10
115,hr6081,Rep.,Darin M. LaHood,IL,Mark Pocan,P000607,2018-12-13
115,hr6082,Rep.,Markwayne Mullin,OK,Earl Blumenauer,B000574,2018-06-13
115,hr6082,Rep.,Markwayne Mullin,OK,Greg Walden,W000791,2018-06-14
115,hr6084,Rep.,Mike Bishop,MI,John B. Larson,L000557,2018-06-13
115,hr6084,Rep.,Mike Bishop,MI,Sam Johnson,J000174,2018-06-13
115,hr6084,Rep.,Mike Bishop,MI,Darin M. LaHood,L000585,2018-06-14
115,hr6084,Rep.,Mike Bishop,MI,Carlos Curbelo,C001107,2018-06-14
115,hr6084,Rep.,Mike Bishop,MI,Ryan Costello,C001106,2018-06-20
115,hr6084,Rep.,Mike Bishop,MI,Mike Kelly,K000376,2018-06-20
115,hr6084,Rep.,Mike Bishop,MI,David Schweikert,S001183,2018-06-20
115,hr6084,Rep.,Mike Bishop,MI,Kenny Marchant,M001158,2018-06-21
115,hr6084,Rep.,Mike Bishop,MI,Pete Sessions,S000250,2018-06-21
115,hr6084,Rep.,Mike Bishop,MI,Dave Reichert,R000578,2018-06-22
115,hr6085,Rep.,Anna G. Eshoo,CA,Leonard Lance,L000567,2018-06-13
115,hr6085,Rep.,Anna G. Eshoo,CA,Ruben Gallego,G000574,2018-07-16
115,hr6085,Rep.,Anna G. Eshoo,CA,Joyce Beatty,B001281,2018-07-16
115,hr6085,Rep.,Anna G. Eshoo,CA,G. K. Butterfield,B001251,2018-07-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Mark Pocan,P000607,2018-07-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Ryan Costello,C001106,2018-08-14
115,hr6085,Rep.,Anna G. Eshoo,CA,Peter Welch,W000800,2018-08-24
115,hr6085,Rep.,Anna G. Eshoo,CA,Yvette D. Clarke,C001067,2018-08-24
115,hr6085,Rep.,Anna G. Eshoo,CA,Jaime Herrera Beutler,H001056,2018-09-13
115,hr6085,Rep.,Anna G. Eshoo,CA,Doris Matsui,M001163,2018-09-13
115,hr6085,Rep.,Anna G. Eshoo,CA,Peter T. King,K000210,2018-09-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Diana DeGette,D000197,2018-09-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Bill Johnson,J000292,2018-09-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Paul Tonko,T000469,2018-09-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Billy Long,L000576,2018-09-26
115,hr6085,Rep.,Anna G. Eshoo,CA,Ben Ray Luján,L000570,2018-09-26
