congress,bill_number,sponsor_title,sponsor_name,sponsor_state,cosponsor_name,cosponsor_bioguide_id,date_signed
115,hr5302,Rep.,Peter A. DeFazio,OR,Eleanor Holmes Norton,N000147,2018-03-15
115,hr5302,Rep.,Peter A. DeFazio,OR,Raúl M. Grijalva,G000551,2018-03-15
115,hr5302,Rep.,Peter A. DeFazio,OR,Paul Tonko,T000469,2018-03-15
115,hr5302,Rep.,Peter A. DeFazio,OR,Gene Green,G000410,2018-03-15
115,hr5302,Rep.,Peter A. DeFazio,OR,Jerrold Nadler,N000002,2018-03-15
115,hr5303,Rep.,Rob Bishop,UT,Mia Love,L000584,2018-03-15
115,hr5303,Rep.,Rob Bishop,UT,Chris Stewart,S001192,2018-03-15
115,hr5303,Rep.,Rob Bishop,UT,John Curtis,C001114,2018-03-15
115,hr5304,Rep.,Jamie Raskin,MD,Steve Cohen,C001068,2018-03-15
115,hr5304,Rep.,Jamie Raskin,MD,Pramila Jayapal,J000298,2018-03-15
115,hr5304,Rep.,Jamie Raskin,MD,Betty McCollum,M001143,2018-03-15
115,hr5304,Rep.,Jamie Raskin,MD,Brenda Lawrence,L000581,2018-03-15
115,hr5304,Rep.,Jamie Raskin,MD,Brendan Boyle,B001296,2018-03-15
115,hr5304,Rep.,Jamie Raskin,MD,Eric Swalwell,S001193,2018-07-25
115,hr5305,Rep.,Gregg Harper,MS,Robert A. Brady,B001227,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Rodney Davis,D000619,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Barbara Comstock,C001105,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Mark Walker,W000819,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Barry Loudermilk,L000583,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Zoe Lofgren,L000397,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Jamie Raskin,R000606,2018-03-15
115,hr5305,Rep.,Gregg Harper,MS,Adrian Smith,S001172,2018-03-20
115,hr5306,Rep.,Brett Guthrie,KY,Debbie Dingell,D000624,2018-03-15
115,hr5306,Rep.,Brett Guthrie,KY,Pat Meehan,M001181,2018-04-11
115,hr5306,Rep.,Brett Guthrie,KY,Jan Schakowsky,S001145,2018-04-11
115,hr5306,Rep.,Brett Guthrie,KY,Bill Pascrell Jr.,P000096,2018-04-18
115,hr5306,Rep.,Brett Guthrie,KY,Beto O'Rourke,O000170,2018-04-18
115,hr5306,Rep.,Brett Guthrie,KY,Denny Heck,H001064,2018-04-18
115,hr5306,Rep.,Brett Guthrie,KY,Jackie Speier,S001175,2018-04-27
115,hr5306,Rep.,Brett Guthrie,KY,Alma Adams,A000370,2018-04-27
115,hr5306,Rep.,Brett Guthrie,KY,Barbara Comstock,C001105,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Billy Long,L000576,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Eliot L. Engel,E000179,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Mike Doyle,D000482,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Lucille Roybal-Allard,R000486,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Paul Tonko,T000469,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Raja Krishnamoorthi,K000391,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Bill Shuster,S001154,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,David A. Brat,B001290,2018-05-09
115,hr5306,Rep.,Brett Guthrie,KY,Kathleen Rice,R000602,2018-05-22
115,hr5306,Rep.,Brett Guthrie,KY,Pete Olson,O000168,2018-06-06
115,hr5306,Rep.,Brett Guthrie,KY,Christopher H. Smith,S000522,2018-06-07
115,hr5306,Rep.,Brett Guthrie,KY,Grace Meng,M001188,2018-06-14
115,hr5306,Rep.,Brett Guthrie,KY,Bill Johnson,J000292,2018-06-14
115,hr5306,Rep.,Brett Guthrie,KY,Carolyn B. Maloney,M000087,2018-06-26
115,hr5306,Rep.,Brett Guthrie,KY,David Valadao,V000129,2018-07-12
115,hr5306,Rep.,Brett Guthrie,KY,Brian Fitzpatrick,F000466,2018-07-17
115,hr5306,Rep.,Brett Guthrie,KY,Richard Hudson,H001067,2018-07-23
115,hr5306,Rep.,Brett Guthrie,KY,Yvette D. Clarke,C001067,2018-07-24
115,hr5306,Rep.,Brett Guthrie,KY,Doris Matsui,M001163,2018-07-26
115,hr5306,Rep.,Brett Guthrie,KY,Ryan Costello,C001106,2018-08-10
115,hr5306,Rep.,Brett Guthrie,KY,Andy Barr,B001282,2018-09-06
115,hr5306,Rep.,Brett Guthrie,KY,Rodney Davis,D000619,2018-09-06
115,hr5306,Rep.,Brett Guthrie,KY,Jamie Raskin,R000606,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Rick Larsen,L000560,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Dwight Evans,E000296,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Gregg Harper,H001045,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,F. James Sensenbrenner,S000244,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Michael E. Capuano,C001037,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Donald M. Payne Jr.,P000604,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Peter Welch,W000800,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Ro Khanna,K000389,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Alan Lowenthal,L000579,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,José E. Serrano,S000248,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Sean Patrick Maloney,M001185,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Mark Pocan,P000607,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Raúl M. Grijalva,G000551,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Joe Courtney,C001069,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Salud Carbajal,C001112,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Eric Swalwell,S001193,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Zoe Lofgren,L000397,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Earl Blumenauer,B000574,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Joyce Beatty,B001281,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Colleen Hanabusa,H001050,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Diana DeGette,D000197,2018-09-07
115,hr5306,Rep.,Brett Guthrie,KY,Lloyd Smucker,S001199,2018-09-12
115,hr5306,Rep.,Brett Guthrie,KY,Greg Gianforte,G000584,2018-09-12
115,hr5306,Rep.,Brett Guthrie,KY,Greg Walden,W000791,2018-09-13
115,hr5306,Rep.,Brett Guthrie,KY,Roger Marshall,M001198,2018-09-13
115,hr5306,Rep.,Brett Guthrie,KY,André Carson,C001072,2018-09-20
115,hr5306,Rep.,Brett Guthrie,KY,Susan Brooks,B001284,2018-09-25
115,hr5306,Rep.,Brett Guthrie,KY,Mike Thompson,T000460,2018-09-25
115,hr5306,Rep.,Brett Guthrie,KY,Kevin Cramer,C001096,2018-09-25
115,hr5306,Rep.,Brett Guthrie,KY,Daniel Lipinski,L000563,2018-09-26
115,hr5306,Rep.,Brett Guthrie,KY,Scott Tipton,T000470,2018-09-27
115,hr5306,Rep.,Brett Guthrie,KY,Michael C. Burgess,B001248,2018-09-27
115,hr5306,Rep.,Brett Guthrie,KY,Chellie Pingree,P000597,2018-09-28
115,hr5306,Rep.,Brett Guthrie,KY,Adam Smith,S000510,2018-10-05
115,hr5306,Rep.,Brett Guthrie,KY,Donald W. Norcross,N000188,2018-10-09
115,hr5306,Rep.,Brett Guthrie,KY,Gene Green,G000410,2018-10-12
115,hr5306,Rep.,Brett Guthrie,KY,Eleanor Holmes Norton,N000147,2018-10-16
115,hr5306,Rep.,Brett Guthrie,KY,Lynn Jenkins,J000290,2018-10-26
115,hr5306,Rep.,Brett Guthrie,KY,Lloyd Doggett,D000399,2018-11-13
115,hr5306,Rep.,Brett Guthrie,KY,Peter A. DeFazio,D000191,2018-11-15
115,hr5306,Rep.,Brett Guthrie,KY,Kevin Yoder,Y000063,2018-11-16
115,hr5306,Rep.,Brett Guthrie,KY,Gerald E. Connolly,C001078,2018-11-20
115,hr5306,Rep.,Brett Guthrie,KY,Brendan Boyle,B001296,2018-11-20
115,hr5307,Rep.,Steve Knight,CA,Salud Carbajal,C001112,2018-05-15
115,hr5307,Rep.,Steve Knight,CA,Clay Higgins,H001077,2018-05-16
115,hr5307,Rep.,Steve Knight,CA,Paul Cook,C001094,2018-05-21
115,hr5308,Rep.,Barbara Lee,CA,Bruce Poliquin,P000611,2018-03-15
115,hr5308,Rep.,Barbara Lee,CA,Brad Schneider,S001190,2018-09-27
115,hr5308,Rep.,Barbara Lee,CA,Randy Hultgren,H001059,2018-09-27
115,hr5309,Rep.,Alma Adams,NC,David Scott,S001157,2018-03-15
115,hr5309,Rep.,Alma Adams,NC,Blaine Luetkemeyer,L000569,2018-03-15
115,hr5309,Rep.,Alma Adams,NC,Trent Kelly,K000388,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Bill Huizenga,H001058,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Ralph Norman,N000190,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Clay Higgins,H001077,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Randy Weber,W000814,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Jeffrey Duncan,D000615,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Kevin Yoder,Y000063,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Pete Sessions,S000250,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Daniel Webster,W000806,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Scott Perry,P000605,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Mark Sanford,S000051,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,Steven J. Chabot,C000266,2018-03-15
115,hr5310,Rep.,Brian Babin,TX,David Rouzer,R000603,2018-03-22
115,hr5310,Rep.,Brian Babin,TX,John Culberson,C001048,2018-04-13
115,hr5310,Rep.,Brian Babin,TX,Steve Stivers,S001187,2018-04-13
115,hr5310,Rep.,Brian Babin,TX,Jody Hice,H001071,2018-05-15
115,hr5311,Rep.,Marsha Blackburn,TN,Tim Ryan,R000577,2018-03-15
115,hr5311,Rep.,Marsha Blackburn,TN,Ann McLane Kuster,K000382,2018-03-15
115,hr5311,Rep.,Marsha Blackburn,TN,Tom MacArthur,M001193,2018-03-15
115,hr5311,Rep.,Marsha Blackburn,TN,Brian Fitzpatrick,F000466,2018-04-11
115,hr5311,Rep.,Marsha Blackburn,TN,Carol Shea-Porter,S001170,2018-04-11
115,hr5311,Rep.,Marsha Blackburn,TN,Eleanor Holmes Norton,N000147,2018-07-12
115,hr5311,Rep.,Marsha Blackburn,TN,Collin C. Peterson,P000258,2018-07-12
115,hr5311,Rep.,Marsha Blackburn,TN,Emanuel Cleaver II,C001061,2018-08-24
115,hr5312,Rep.,Suzanne Bonamici,OR,Derek Kilmer,K000381,2018-03-15
115,hr5313,Rep.,Mo Brooks,AL,Mark Meadows,M001187,2018-03-15
115,hr5313,Rep.,Mo Brooks,AL,Raúl Labrador,L000573,2018-03-15
115,hr5313,Rep.,Mo Brooks,AL,Mark Sanford,S000051,2018-03-15
115,hr5313,Rep.,Mo Brooks,AL,Andy Harris,H001052,2018-03-15
115,hr5313,Rep.,Mo Brooks,AL,Roger Williams,W000816,2018-03-20
115,hr5313,Rep.,Mo Brooks,AL,David A. Brat,B001290,2018-03-20
115,hr5313,Rep.,Mo Brooks,AL,Ralph Norman,N000190,2018-03-21
115,hr5314,Rep.,Matt Cartwright,PA,Gerald E. Connolly,C001078,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Richard E. Neal,N000015,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Scott Peters,P000608,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Anna G. Eshoo,E000215,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Ted Deutch,D000610,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Peter A. DeFazio,D000191,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Derek Kilmer,K000381,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Eddie Bernice Johnson,J000126,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Walter B. Jones,J000255,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Grace F. Napolitano,N000179,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Dan Kildee,K000380,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Bobby L. Rush,R000515,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Tim Ryan,R000577,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Raúl M. Grijalva,G000551,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Robin Kelly,K000385,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Frederica Wilson,W000808,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Beto O'Rourke,O000170,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Denny Heck,H001064,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Michelle Lujan Grisham,L000580,2018-03-15
115,hr5314,Rep.,Matt Cartwright,PA,Chellie Pingree,P000597,2018-04-11
115,hr5314,Rep.,Matt Cartwright,PA,Dave Loebsack,L000565,2018-04-11
115,hr5314,Rep.,Matt Cartwright,PA,Jim McGovern,M000312,2018-05-08
115,hr5314,Rep.,Matt Cartwright,PA,Ron Kind,K000188,2018-09-13
115,hr5315,Rep.,Daniel M. Donovan,NY,Steve Cohen,C001068,2018-03-15
115,hr5315,Rep.,Daniel M. Donovan,NY,Elise Stefanik,S001196,2018-03-19
115,hr5315,Rep.,Daniel M. Donovan,NY,Eric Swalwell,S001193,2018-03-26
115,hr5317,Rep.,Jaime Herrera Beutler,WA,Derek Kilmer,K000381,2018-03-15
115,hr5317,Rep.,Jaime Herrera Beutler,WA,Don Young,Y000033,2018-03-15
115,hr5317,Rep.,Jaime Herrera Beutler,WA,Denny Heck,H001064,2018-03-15
115,hr5317,Rep.,Jaime Herrera Beutler,WA,Tom Cole,C001053,2018-03-15
115,hr5317,Rep.,Jaime Herrera Beutler,WA,Betty McCollum,M001143,2018-04-13
115,hr5318,Rep.,Jared Huffman,CA,Steve Cohen,C001068,2018-09-10
115,hr5318,Rep.,Jared Huffman,CA,Matt Cartwright,C001090,2018-10-02
115,hr5318,Rep.,Jared Huffman,CA,Alan Lowenthal,L000579,2018-11-20
115,hr5319,Rep.,Brian Mast,FL,Alcee L. Hastings,H000324,2018-03-15
115,hr5319,Rep.,Brian Mast,FL,Ted Deutch,D000610,2018-03-15
115,hr5320,Rep.,Mark Meadows,NC,Cheri Bustos,B001286,2018-03-15
115,hr5321,Rep.,Seth Moulton,MA,Mark Meadows,M001187,2018-03-15
115,hr5321,Rep.,Seth Moulton,MA,Dave Loebsack,L000565,2018-03-15
115,hr5321,Rep.,Seth Moulton,MA,Ralph Norman,N000190,2018-03-19
115,hr5321,Rep.,Seth Moulton,MA,Brian Fitzpatrick,F000466,2018-04-16
115,hr5321,Rep.,Seth Moulton,MA,John Carter,C001051,2018-05-15
115,hr5321,Rep.,Seth Moulton,MA,Jim Banks,B001299,2018-06-19
115,hr5322,Del.,Eleanor Holmes Norton,DC,Pramila Jayapal,J000298,2018-04-17
115,hr5324,Rep.,A. Drew Ferguson,GA,Elise Stefanik,S001196,2018-03-20
115,hr5324,Rep.,A. Drew Ferguson,GA,Phil Roe,R000582,2018-03-22
115,hr5324,Rep.,A. Drew Ferguson,GA,Paul Mitchell,M001201,2018-03-22
115,hr5324,Rep.,A. Drew Ferguson,GA,Richard Hudson,H001067,2018-04-17
115,hr5324,Rep.,A. Drew Ferguson,GA,Tom Rooney,R000583,2018-04-23
115,hr5324,Rep.,A. Drew Ferguson,GA,Kristi Noem,N000184,2018-06-13
115,hr5324,Rep.,A. Drew Ferguson,GA,Susan Brooks,B001284,2018-06-20
115,hr5326,Rep.,John Garamendi,CA,Duncan D. Hunter,H001048,2018-03-19
115,hr5327,Rep.,Brett Guthrie,KY,Gene Green,G000410,2018-03-19
115,hr5327,Rep.,Brett Guthrie,KY,Larry Bucshon,B001275,2018-03-19
115,hr5327,Rep.,Brett Guthrie,KY,Ben Ray Luján,L000570,2018-03-19
115,hr5327,Rep.,Brett Guthrie,KY,John Yarmuth,Y000062,2018-04-11
115,hr5327,Rep.,Brett Guthrie,KY,Marsha Blackburn,B001243,2018-05-21
115,hr5327,Rep.,Brett Guthrie,KY,Brad Schneider,S001190,2018-05-21
115,hr5327,Rep.,Brett Guthrie,KY,Greg Walden,W000791,2018-05-22
115,hr5327,Rep.,Brett Guthrie,KY,James Comer,C001108,2018-06-07
115,hr5327,Rep.,Brett Guthrie,KY,Derek Kilmer,K000381,2018-06-12
115,hr5327,Rep.,Brett Guthrie,KY,Josh Gottheimer,G000583,2018-06-12
115,hr5329,Rep.,Susan Brooks,IN,Eliot L. Engel,E000179,2018-03-19
115,hr5329,Rep.,Susan Brooks,IN,Joe L. Barton,B000213,2018-03-19
115,hr5329,Rep.,Susan Brooks,IN,Diana DeGette,D000197,2018-03-19
115,hr5329,Rep.,Susan Brooks,IN,Ben Ray Luján,L000570,2018-04-11
115,hr5329,Rep.,Susan Brooks,IN,Michelle Lujan Grisham,L000580,2018-04-26
115,hr5329,Rep.,Susan Brooks,IN,Marsha Blackburn,B001243,2018-05-17
115,hr5329,Rep.,Susan Brooks,IN,Jaime Herrera Beutler,H001056,2018-05-24
115,hr5329,Rep.,Susan Brooks,IN,Greg Walden,W000791,2018-05-29
115,hr5329,Rep.,Susan Brooks,IN,Don Bacon,B001298,2018-06-01
115,hr5329,Rep.,Susan Brooks,IN,David Valadao,V000129,2018-06-05
115,hr5329,Rep.,Susan Brooks,IN,Daniel M. Donovan,D000625,2018-06-08
115,hr5329,Rep.,Susan Brooks,IN,Rodney Davis,D000619,2018-06-08
115,hr5331,Rep.,Anna G. Eshoo,CA,Jerry McNerney,M001166,2018-07-16
115,hr5331,Rep.,Anna G. Eshoo,CA,Jan Schakowsky,S001145,2018-07-16
115,hr5332,Rep.,Glenn Grothman,WI,Karen Handel,H001078,2018-03-19
115,hr5332,Rep.,Glenn Grothman,WI,Phil Roe,R000582,2018-04-12
115,hr5332,Rep.,Glenn Grothman,WI,Todd Rokita,R000592,2018-04-12
115,hr5332,Rep.,Glenn Grothman,WI,Duncan D. Hunter,H001048,2018-04-12
115,hr5332,Rep.,Glenn Grothman,WI,Rick Allen,A000372,2018-05-23
115,hr5332,Rep.,Glenn Grothman,WI,Morgan Griffith,G000568,2018-06-14
115,hr5333,Rep.,Robert E. Latta,OH,Michael C. Burgess,B001248,2018-03-19
115,hr5333,Rep.,Robert E. Latta,OH,Gene Green,G000410,2018-03-19
115,hr5333,Rep.,Robert E. Latta,OH,Diana DeGette,D000197,2018-03-19
115,hr5333,Rep.,Robert E. Latta,OH,Brett Guthrie,G000558,2018-03-19
115,hr5333,Rep.,Robert E. Latta,OH,Debbie Dingell,D000624,2018-03-19
115,hr5333,Rep.,Robert E. Latta,OH,Doris Matsui,M001163,2018-05-15
115,hr5333,Rep.,Robert E. Latta,OH,Chuck Fleischmann,F000459,2018-05-18
115,hr5333,Rep.,Robert E. Latta,OH,Kurt Schrader,S001180,2018-07-10
115,hr5334,Rep.,Seth Moulton,MA,Niki Tsongas,T000465,2018-03-19
115,hr5335,Rep.,F. James Sensenbrenner,WI,Robert W. Goodlatte,G000289,2018-03-19
115,hr5335,Rep.,F. James Sensenbrenner,WI,Jerrold Nadler,N000002,2018-03-19
115,hr5336,Rep.,Joe Wilson,SC,Elise Stefanik,S001196,2018-03-21
115,hr5336,Rep.,Joe Wilson,SC,Vicky Hartzler,H001053,2018-03-21
115,hr5336,Rep.,Joe Wilson,SC,Daniel Webster,W000806,2018-03-22
115,hr5336,Rep.,Joe Wilson,SC,Mike Gallagher,G000579,2018-04-11
115,hr5336,Rep.,Joe Wilson,SC,Louie Gohmert,G000552,2018-04-12
115,hr5336,Rep.,Joe Wilson,SC,Michael C. Burgess,B001248,2018-12-19
115,hr5337,Rep.,Steve Knight,CA,Adriano Espaillat,E000297,2018-03-20
115,hr5337,Rep.,Steve Knight,CA,Steven J. Chabot,C000266,2018-03-20
115,hr5337,Rep.,Steve Knight,CA,Nydia M. Velázquez,V000081,2018-03-20
115,hr5337,Rep.,Steve Knight,CA,Madeleine Z. Bordallo,B001245,2018-04-05
115,hr5337,Rep.,Steve Knight,CA,Yvette D. Clarke,C001067,2018-04-09
115,hr5337,Rep.,Steve Knight,CA,Bennie Thompson,T000193,2018-04-10
115,hr5337,Rep.,Steve Knight,CA,John Delaney,D000620,2018-04-26
115,hr5337,Rep.,Steve Knight,CA,Bill Flores,F000461,2018-05-23
115,hr5337,Rep.,Steve Knight,CA,Alcee L. Hastings,H000324,2018-06-07
115,hr5337,Rep.,Steve Knight,CA,Jamie Raskin,R000606,2018-11-13
115,hr5339,Rep.,John Yarmuth,KY,Jeffrey Denham,D000612,2018-03-20
115,hr5339,Rep.,John Yarmuth,KY,Dave Reichert,R000578,2018-03-20
115,hr5339,Rep.,John Yarmuth,KY,Charlie Crist,C001111,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Suzan K. DelBene,D000617,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Donald Beyer,B001292,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Debbie Dingell,D000624,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Earl Blumenauer,B000574,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Donald M. Payne Jr.,P000604,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Peter Welch,W000800,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Alcee L. Hastings,H000324,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Eleanor Holmes Norton,N000147,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Dina Titus,T000468,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Jan Schakowsky,S001145,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Mike Quigley,Q000023,2018-04-12
115,hr5339,Rep.,John Yarmuth,KY,Jerry McNerney,M001166,2018-04-17
115,hr5339,Rep.,John Yarmuth,KY,Danny K. Davis,D000096,2018-04-18
115,hr5339,Rep.,John Yarmuth,KY,Jim McGovern,M000312,2018-04-26
115,hr5339,Rep.,John Yarmuth,KY,Daniel Lipinski,L000563,2018-05-17
115,hr5339,Rep.,John Yarmuth,KY,Eliot L. Engel,E000179,2018-06-08
115,hr5339,Rep.,John Yarmuth,KY,Scott Peters,P000608,2018-07-11
115,hr5339,Rep.,John Yarmuth,KY,Kyrsten Sinema,S001191,2018-07-24
115,hr5339,Rep.,John Yarmuth,KY,Don Bacon,B001298,2018-09-26
115,hr5339,Rep.,John Yarmuth,KY,Darren Soto,S001200,2018-10-23
115,hr5339,Rep.,John Yarmuth,KY,Grace Meng,M001188,2018-11-16
115,hr5339,Rep.,John Yarmuth,KY,Joe Morelle,M001206,2018-12-19
115,hr5340,Rep.,Steve Stivers,OH,Bill Foster,F000454,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Warren Davidson,D000626,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Sean Duffy,D000614,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Kevin Cramer,C001096,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Peter T. King,K000210,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Nydia M. Velázquez,V000081,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Bill Huizenga,H001058,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Dave Joyce,J000295,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Gus Bilirakis,B001257,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Danny K. Davis,D000096,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Bobby L. Rush,R000515,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Brendan Boyle,B001296,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Scott Peters,P000608,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Bonnie Watson Coleman,W000822,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Paul Gosar,G000565,2018-03-20
115,hr5340,Rep.,Steve Stivers,OH,Lisa Blunt Rochester,B001303,2018-05-18
115,hr5340,Rep.,Steve Stivers,OH,French Hill,H001072,2018-05-18
115,hr5340,Rep.,Steve Stivers,OH,Randy Hultgren,H001059,2018-05-18
115,hr5340,Rep.,Steve Stivers,OH,Ralph Norman,N000190,2018-05-18
115,hr5340,Rep.,Steve Stivers,OH,Thomas Suozzi,S001201,2018-05-18
115,hr5340,Rep.,Steve Stivers,OH,Michael C. Burgess,B001248,2018-09-05
115,hr5340,Rep.,Steve Stivers,OH,Brian Babin,B001291,2018-09-05
115,hr5340,Rep.,Steve Stivers,OH,Don Bacon,B001298,2018-09-05
115,hr5340,Rep.,Steve Stivers,OH,Tom MacArthur,M001193,2018-09-12
115,hr5340,Rep.,Steve Stivers,OH,Andy Biggs,B001302,2018-12-20
115,hr5341,Rep.,Ted Poe,TX,Carolyn B. Maloney,M000087,2018-03-20
115,hr5341,Rep.,Ted Poe,TX,Jacky Rosen,R000608,2018-09-12
115,hr5343,Rep.,Buddy Carter,GA,Peter Welch,W000800,2018-03-20
115,hr5343,Rep.,Buddy Carter,GA,Morgan Griffith,G000568,2018-03-20
115,hr5343,Rep.,Buddy Carter,GA,Austin Scott,S001189,2018-03-20
115,hr5343,Rep.,Buddy Carter,GA,Doug Collins,C001093,2018-03-20
115,hr5343,Rep.,Buddy Carter,GA,Cathy McMorris Rodgers,M001159,2018-03-20
115,hr5343,Rep.,Buddy Carter,GA,Doug LaMalfa,L000578,2018-04-17
115,hr5343,Rep.,Buddy Carter,GA,Scott DesJarlais,D000616,2018-04-17
115,hr5343,Rep.,Buddy Carter,GA,Walter B. Jones,J000255,2018-04-17
115,hr5343,Rep.,Buddy Carter,GA,Phil Roe,R000582,2018-04-17
115,hr5343,Rep.,Buddy Carter,GA,Steve King,K000362,2018-04-17
115,hr5343,Rep.,Buddy Carter,GA,Vicente Gonzalez,G000581,2018-04-24
115,hr5343,Rep.,Buddy Carter,GA,Elise Stefanik,S001196,2018-04-24
115,hr5343,Rep.,Buddy Carter,GA,Jeff Fortenberry,F000449,2018-04-24
115,hr5343,Rep.,Buddy Carter,GA,Rick Allen,A000372,2018-04-25
115,hr5343,Rep.,Buddy Carter,GA,Pete Sessions,S000250,2018-05-07
115,hr5343,Rep.,Buddy Carter,GA,Rick Crawford,C001087,2018-05-07
115,hr5343,Rep.,Buddy Carter,GA,Bill Foster,F000454,2018-05-07
115,hr5343,Rep.,Buddy Carter,GA,Jody Hice,H001071,2018-05-11
115,hr5343,Rep.,Buddy Carter,GA,Ken Calvert,C000059,2018-05-15
115,hr5343,Rep.,Buddy Carter,GA,James Comer,C001108,2018-05-15
115,hr5343,Rep.,Buddy Carter,GA,Greg Gianforte,G000584,2018-05-15
115,hr5343,Rep.,Buddy Carter,GA,Garret Graves,G000577,2018-05-15
