,congress,bill_number,sponsor_title,sponsor_name,sponsor_state,cosponsor_name,cosponsor_bioguide_id,date_signed,cosponsor_icpsr
90,115,hr5005,Rep.,Al Lawson,FL,John Lewis,L000287,2018-02-26,15431
91,115,hr5006,Rep.,Mark Meadows,NC,Cathy McMorris Rodgers,M001159,2018-02-13,20535
92,115,hr5006,Rep.,Mark Meadows,NC,Doug Lamborn,L000564,2018-02-13,20704
93,115,hr5006,Rep.,Mark Meadows,NC,Luke Messer,M001189,2018-02-13,21332
94,115,hr5006,Rep.,Mark Meadows,NC,Randy Weber,W000814,2018-02-13,21360
95,115,hr5006,Rep.,Mark Meadows,NC,David A. Brat,B001290,2018-02-13,21553
96,115,hr5006,Rep.,Mark Meadows,NC,Keith Rothfus,R000598,2018-02-13,21357
97,115,hr5006,Rep.,Mark Meadows,NC,Jim Banks,B001299,2018-02-13,21702
98,115,hr5006,Rep.,Mark Meadows,NC,Steve Pearce,P000588,2018-02-13,20337
99,115,hr5006,Rep.,Mark Meadows,NC,Blake Farenthold,F000460,2018-02-13,21184
100,115,hr5006,Rep.,Mark Meadows,NC,Roger Marshall,M001198,2018-02-13,21734
101,115,hr5006,Rep.,Mark Meadows,NC,Andy Biggs,B001302,2018-02-13,21705
102,115,hr5006,Rep.,Mark Meadows,NC,Jody Hice,H001071,2018-02-23,21514
103,115,hr5006,Rep.,Mark Meadows,NC,Jason Smith,S001195,2018-02-23,21373
104,115,hr5006,Rep.,Mark Meadows,NC,Lamar Smith,S000583,2018-02-23,15445
105,115,hr5006,Rep.,Mark Meadows,NC,Christopher H. Smith,S000522,2018-02-23,14863
106,115,hr5006,Rep.,Mark Meadows,NC,Paul Cook,C001094,2018-02-23,21305
107,115,hr5006,Rep.,Mark Meadows,NC,Alex Mooney,M001195,2018-02-27,21557
108,115,hr5006,Rep.,Mark Meadows,NC,Jodey Arrington,A000375,2018-03-05,21700
109,115,hr5006,Rep.,Mark Meadows,NC,Phil Roe,R000582,2018-03-06,20947
110,115,hr5006,Rep.,Mark Meadows,NC,Steve Stivers,S001187,2018-09-06,21163
111,115,hr5006,Rep.,Mark Meadows,NC,Randy Hultgren,H001059,2018-09-06,21129
112,115,hr5006,Rep.,Mark Meadows,NC,Greg Gianforte,G000584,2018-09-07,21751
113,115,hr5006,Rep.,Mark Meadows,NC,Bill Posey,P000599,2018-09-07,20909
114,115,hr5008,Rep.,Kurt Schrader,OR,Eleanor Holmes Norton,N000147,2018-07-10,NA
115,115,hr5008,Rep.,Kurt Schrader,OR,Brad Schneider,S001190,2018-07-10,21326
116,115,hr5008,Rep.,Kurt Schrader,OR,Earl Blumenauer,B000574,2018-12-19,29588
117,115,hr5008,Rep.,Kurt Schrader,OR,Peter A. DeFazio,D000191,2018-12-19,15410
118,115,hr5009,Rep.,Tim Walberg,MI,Debbie Dingell,D000624,2018-02-13,21529
119,115,hr5009,Rep.,Tim Walberg,MI,Evan Jenkins,J000297,2018-02-13,21558
120,115,hr5009,Rep.,Tim Walberg,MI,Carol Shea-Porter,S001170,2018-02-13,20731
121,115,hr5009,Rep.,Tim Walberg,MI,Pat Meehan,M001181,2018-02-13,21168
122,115,hr5009,Rep.,Tim Walberg,MI,Tom MacArthur,M001193,2018-02-13,21537
123,115,hr5009,Rep.,Tim Walberg,MI,Vicky Hartzler,H001053,2018-02-13,21149
124,115,hr5009,Rep.,Tim Walberg,MI,Robert E. Latta,L000566,2018-02-13,20755
125,115,hr5009,Rep.,Tim Walberg,MI,Ann McLane Kuster,K000382,2018-02-26,21340
126,115,hr5009,Rep.,Tim Walberg,MI,Andy Barr,B001282,2018-02-26,21333
127,115,hr5009,Rep.,Tim Walberg,MI,Mark Meadows,M001187,2018-03-05,21348
128,115,hr5009,Rep.,Tim Walberg,MI,David McKinley,M001180,2018-03-26,21188
129,115,hr5009,Rep.,Tim Walberg,MI,Ro Khanna,K000389,2018-04-10,21728
130,115,hr5009,Rep.,Tim Walberg,MI,Brian Fitzpatrick,F000466,2018-04-10,21718
131,115,hr5009,Rep.,Tim Walberg,MI,Marsha Blackburn,B001243,2018-05-11,20351
132,115,hr5009,Rep.,Tim Walberg,MI,Greg Walden,W000791,2018-05-22,29932
133,115,hr5009,Rep.,Tim Walberg,MI,Bill Posey,P000599,2018-06-01,20909
134,115,hr5009,Rep.,Tim Walberg,MI,French Hill,H001072,2018-06-08,21503
135,115,hr5009,Rep.,Tim Walberg,MI,John Moolenaar,M001194,2018-06-08,21526
136,115,hr5009,Rep.,Tim Walberg,MI,Derek Kilmer,K000381,2018-06-12,21368
137,115,hr5011,Rep.,Bennie Thompson,MS,Robert A. Brady,B001227,2018-02-14,29777
138,115,hr5011,Rep.,Bennie Thompson,MS,Zoe Lofgren,L000397,2018-02-14,29504
139,115,hr5011,Rep.,Bennie Thompson,MS,Jim Langevin,L000559,2018-02-14,20136
140,115,hr5011,Rep.,Bennie Thompson,MS,Cedric Richmond,R000588,2018-02-14,21137
141,115,hr5011,Rep.,Bennie Thompson,MS,Val Demings,D000627,2018-02-14,21713
142,115,hr5011,Rep.,Bennie Thompson,MS,Jim Cooper,C000754,2018-03-01,15019
143,115,hr5011,Rep.,Bennie Thompson,MS,Marcy Kaptur,K000009,2018-03-01,15029
144,115,hr5011,Rep.,Bennie Thompson,MS,Brad Sherman,S000344,2018-03-01,29707
145,115,hr5011,Rep.,Bennie Thompson,MS,Pramila Jayapal,J000298,2018-03-01,21726
146,115,hr5011,Rep.,Bennie Thompson,MS,John Lewis,L000287,2018-03-01,15431
147,115,hr5011,Rep.,Bennie Thompson,MS,Frank Pallone,P000034,2018-03-01,15454
148,115,hr5011,Rep.,Bennie Thompson,MS,Elijah E. Cummings,C000984,2018-03-01,29587
149,115,hr5011,Rep.,Bennie Thompson,MS,Eleanor Holmes Norton,N000147,2018-03-01,NA
150,115,hr5011,Rep.,Bennie Thompson,MS,Yvette D. Clarke,C001067,2018-03-01,20733
151,115,hr5011,Rep.,Bennie Thompson,MS,Ro Khanna,K000389,2018-03-01,21728
152,115,hr5011,Rep.,Bennie Thompson,MS,Jamie Raskin,R000606,2018-03-01,21741
153,115,hr5011,Rep.,Bennie Thompson,MS,Alcee L. Hastings,H000324,2018-03-01,29337
154,115,hr5011,Rep.,Bennie Thompson,MS,Bonnie Watson Coleman,W000822,2018-03-01,21538
155,115,hr5011,Rep.,Bennie Thompson,MS,John Yarmuth,Y000062,2018-03-01,20723
156,115,hr5011,Rep.,Bennie Thompson,MS,Alma Adams,A000370,2018-03-01,21545
157,115,hr5011,Rep.,Bennie Thompson,MS,Bill Keating,K000375,2018-03-01,21140
158,115,hr5011,Rep.,Bennie Thompson,MS,Terri Sewell,S001185,2018-03-01,21102
159,115,hr5011,Rep.,Bennie Thompson,MS,Frederica Wilson,W000808,2018-03-01,21118
160,115,hr5011,Rep.,Bennie Thompson,MS,Filemon Vela,V000132,2018-03-01,21366
161,115,hr5011,Rep.,Bennie Thompson,MS,Stacey Plaskett,P000610,2018-03-01,NA
162,115,hr5011,Rep.,Bennie Thompson,MS,Danny K. Davis,D000096,2018-03-01,29717
163,115,hr5011,Rep.,Bennie Thompson,MS,Sheila Jackson Lee,J000032,2018-03-01,29573
164,115,hr5011,Rep.,Bennie Thompson,MS,Jerrold Nadler,N000002,2018-03-01,29377
165,115,hr5011,Rep.,Bennie Thompson,MS,Kathleen Rice,R000602,2018-03-01,21540
166,115,hr5011,Rep.,Bennie Thompson,MS,Donald M. Payne Jr.,P000604,2018-03-01,31103
167,115,hr5011,Rep.,Bennie Thompson,MS,Nanette Barragán,B001300,2018-03-01,21703
168,115,hr5011,Rep.,Bennie Thompson,MS,André Carson,C001072,2018-03-01,20757
169,115,hr5011,Rep.,Bennie Thompson,MS,J. Luis Correa,C001110,2018-03-01,21711
170,115,hr5011,Rep.,Bennie Thompson,MS,Maxine Waters,W000187,2018-03-01,29106
171,115,hr5011,Rep.,Bennie Thompson,MS,Mark DeSaulnier,D000623,2018-03-01,21504
172,115,hr5011,Rep.,Bennie Thompson,MS,Al Green,G000553,2018-03-01,20529
173,115,hr5011,Rep.,Bennie Thompson,MS,Ruben Gallego,G000574,2018-03-01,21502
174,115,hr5011,Rep.,Bennie Thompson,MS,Charlie Crist,C001111,2018-03-01,21712
175,115,hr5011,Rep.,Bennie Thompson,MS,Peter Welch,W000800,2018-03-01,20750
176,115,hr5011,Rep.,Bennie Thompson,MS,Grace F. Napolitano,N000179,2018-03-01,29903
177,115,hr5011,Rep.,Bennie Thompson,MS,Tim Ryan,R000577,2018-03-01,20343
178,115,hr5011,Rep.,Bennie Thompson,MS,Juan Vargas,V000130,2018-03-01,21314
179,115,hr5011,Rep.,Bennie Thompson,MS,Betty McCollum,M001143,2018-03-01,20122
180,115,hr5011,Rep.,Bennie Thompson,MS,José E. Serrano,S000248,2018-03-01,29134
181,115,hr5011,Rep.,Bennie Thompson,MS,Earl Blumenauer,B000574,2018-03-01,29588
182,115,hr5011,Rep.,Bennie Thompson,MS,Susan A. Davis,D000598,2018-03-01,20108
183,115,hr5011,Rep.,Bennie Thompson,MS,John Sarbanes,S001168,2018-03-01,20724
184,115,hr5011,Rep.,Bennie Thompson,MS,Alan Lowenthal,L000579,2018-03-01,21313
185,115,hr5011,Rep.,Bennie Thompson,MS,Denny Heck,H001064,2018-03-01,21369
186,115,hr5011,Rep.,Bennie Thompson,MS,Hank Johnson,J000288,2018-03-01,20712
187,115,hr5011,Rep.,Bennie Thompson,MS,Salud Carbajal,C001112,2018-03-01,21709
188,115,hr5011,Rep.,Bennie Thompson,MS,Nydia M. Velázquez,V000081,2018-03-01,29378
189,115,hr5011,Rep.,Bennie Thompson,MS,Tom O'Halleran,O000171,2018-03-08,21739
190,115,hr5011,Rep.,Bennie Thompson,MS,Joyce Beatty,B001281,2018-03-08,21352
191,115,hr5011,Rep.,Bennie Thompson,MS,Joseph Crowley,C001038,2018-03-08,29925
192,115,hr5011,Rep.,Bennie Thompson,MS,Raúl M. Grijalva,G000551,2018-03-08,20305
193,115,hr5011,Rep.,Bennie Thompson,MS,Judy Chu,C001080,2018-03-08,20955
194,115,hr5011,Rep.,Bennie Thompson,MS,Jan Schakowsky,S001145,2018-03-08,29911
195,115,hr5011,Rep.,Bennie Thompson,MS,Louise M. Slaughter,S000480,2018-03-08,15444
196,115,hr5011,Rep.,Bennie Thompson,MS,Dina Titus,T000468,2018-03-08,20927
197,115,hr5011,Rep.,Bennie Thompson,MS,Mark Pocan,P000607,2018-03-08,21370
198,115,hr5011,Rep.,Bennie Thompson,MS,Ron Kind,K000188,2018-03-08,29769
199,115,hr5011,Rep.,Bennie Thompson,MS,Derek Kilmer,K000381,2018-03-08,21368
200,115,hr5011,Rep.,Bennie Thompson,MS,Kurt Schrader,S001180,2018-03-15,20944
201,115,hr5011,Rep.,Bennie Thompson,MS,Albio Sires,S001165,2018-03-15,20542
202,115,hr5011,Rep.,Bennie Thompson,MS,Ted Lieu,L000582,2018-03-15,21507
203,115,hr5011,Rep.,Bennie Thompson,MS,G. K. Butterfield,B001251,2018-03-15,20340
204,115,hr5011,Rep.,Bennie Thompson,MS,A. Donald McEachin,M001200,2018-03-15,21736
205,115,hr5011,Rep.,Bennie Thompson,MS,Debbie Wasserman Schultz,W000797,2018-03-15,20504
206,115,hr5011,Rep.,Bennie Thompson,MS,Gwen Moore,M001160,2018-03-15,20537
207,115,hr5011,Rep.,Bennie Thompson,MS,Steve Cohen,C001068,2018-03-15,20748
208,115,hr5011,Rep.,Bennie Thompson,MS,Adriano Espaillat,E000297,2018-03-15,21715
209,115,hr5011,Rep.,Bennie Thompson,MS,Bobby L. Rush,R000515,2018-03-15,29346
210,115,hr5011,Rep.,Bennie Thompson,MS,Paul Tonko,T000469,2018-03-15,20934
211,115,hr5011,Rep.,Bennie Thompson,MS,Peter A. DeFazio,D000191,2018-03-22,15410
212,115,hr5011,Rep.,Bennie Thompson,MS,James E. Clyburn,C000537,2018-03-22,39301
213,115,hr5011,Rep.,Bennie Thompson,MS,Donald Beyer,B001292,2018-03-22,21554
214,115,hr5011,Rep.,Bennie Thompson,MS,Lucille Roybal-Allard,R000486,2018-03-22,29317
215,115,hr5011,Rep.,Bennie Thompson,MS,Eliot L. Engel,E000179,2018-03-22,15603
216,115,hr5011,Rep.,Bennie Thompson,MS,Steny H. Hoyer,H000874,2018-03-22,14873
217,115,hr5011,Rep.,Bennie Thompson,MS,Brian Higgins,H001038,2018-03-22,20519
218,115,hr5011,Rep.,Bennie Thompson,MS,Jared Huffman,H001068,2018-03-22,21303
219,115,hr5011,Rep.,Bennie Thompson,MS,Norma Torres,T000474,2018-03-22,21508
220,115,hr5011,Rep.,Bennie Thompson,MS,Anna G. Eshoo,E000215,2018-03-22,29312
221,115,hr5011,Rep.,Bennie Thompson,MS,David E. Price,P000523,2018-04-13,15438
222,115,hr5011,Rep.,Bennie Thompson,MS,Lois Frankel,F000462,2018-04-13,21321
223,115,hr5011,Rep.,Bennie Thompson,MS,Joaquín Castro,C001091,2018-04-13,21362
224,115,hr5011,Rep.,Bennie Thompson,MS,Michael E. Capuano,C001037,2018-04-13,29919
225,115,hr5011,Rep.,Bennie Thompson,MS,Donald W. Norcross,N000188,2018-04-13,21536
226,115,hr5011,Rep.,Bennie Thompson,MS,Beto O'Rourke,O000170,2018-04-24,21361
227,115,hr5011,Rep.,Bennie Thompson,MS,Mark Takano,T000472,2018-04-24,21312
228,115,hr5011,Rep.,Bennie Thompson,MS,Julia Brownley,B001285,2018-04-24,21308
229,115,hr5011,Rep.,Bennie Thompson,MS,David Cicilline,C001084,2018-04-24,21172
230,115,hr5011,Rep.,Bennie Thompson,MS,Niki Tsongas,T000465,2018-04-24,20754
231,115,hr5011,Rep.,Bennie Thompson,MS,Ted Deutch,D000610,2018-04-24,20959
232,115,hr5011,Rep.,Bennie Thompson,MS,Ruben Kihuen,K000390,2018-04-24,21729
233,115,hr5011,Rep.,Bennie Thompson,MS,Jim Himes,H001047,2018-05-09,20907
234,115,hr5011,Rep.,Bennie Thompson,MS,Doris Matsui,M001163,2018-05-16,20538
235,115,hr5011,Rep.,Bennie Thompson,MS,Jim McGovern,M000312,2018-05-16,29729
236,115,hr5011,Rep.,Bennie Thompson,MS,Carol Shea-Porter,S001170,2018-05-21,20731
237,115,hr5011,Rep.,Bennie Thompson,MS,William Lacy Clay,C001049,2018-05-23,20147
238,115,hr5011,Rep.,Bennie Thompson,MS,Sanford D. Bishop Jr.,B000490,2018-05-23,29339
239,115,hr5011,Rep.,Bennie Thompson,MS,Marcia L. Fudge,F000455,2018-05-23,20941
240,115,hr5011,Rep.,Bennie Thompson,MS,Hakeem Jeffries,J000294,2018-05-23,21343
241,115,hr5011,Rep.,Bennie Thompson,MS,Adam Smith,S000510,2018-06-05,29768
242,115,hr5011,Rep.,Bennie Thompson,MS,Keith Ellison,E000288,2018-06-19,20727
243,115,hr5011,Rep.,Bennie Thompson,MS,Marc Veasey,V000131,2018-06-27,21365
244,115,hr5011,Rep.,Bennie Thompson,MS,Lisa Blunt Rochester,B001303,2018-07-11,21706
245,115,hr5011,Rep.,Bennie Thompson,MS,Darren Soto,S001200,2018-07-12,21746
246,115,hr5011,Rep.,Bennie Thompson,MS,Chellie Pingree,P000597,2018-07-23,20920
247,115,hr5011,Rep.,Bennie Thompson,MS,Jimmy Panetta,P000613,2018-07-23,21740
248,115,hr5011,Rep.,Bennie Thompson,MS,Ben Ray Luján,L000570,2018-07-24,20932
249,115,hr5011,Rep.,Bennie Thompson,MS,Stephen F. Lynch,L000562,2018-07-24,20119
250,115,hr5011,Rep.,Bennie Thompson,MS,Luis V. Gutiérrez,G000535,2018-07-25,29348
251,115,hr5011,Rep.,Bennie Thompson,MS,Seth Moulton,M001196,2018-07-25,21525
252,115,hr5011,Rep.,Bennie Thompson,MS,Gene Green,G000410,2018-09-05,39304
253,115,hr5011,Rep.,Bennie Thompson,MS,Bill Pascrell Jr.,P000096,2018-09-05,29741
254,115,hr5011,Rep.,Bennie Thompson,MS,Kathy Castor,C001066,2018-09-05,20708
255,115,hr5011,Rep.,Bennie Thompson,MS,Vicente Gonzalez,G000581,2018-09-05,21722
256,115,hr5011,Rep.,Bennie Thompson,MS,Scott Peters,P000608,2018-09-12,21315
257,115,hr5011,Rep.,Bennie Thompson,MS,Suzan K. DelBene,D000617,2018-09-12,31101
258,115,hr5011,Rep.,Bennie Thompson,MS,Diana DeGette,D000197,2018-09-12,29710
259,115,hr5011,Rep.,Bennie Thompson,MS,Colleen Hanabusa,H001050,2018-09-25,21124
260,115,hr5011,Rep.,Bennie Thompson,MS,Mike Quigley,Q000023,2018-11-16,20954
261,115,hr5011,Rep.,Bennie Thompson,MS,Ed Perlmutter,P000593,2018-12-20,20705
262,115,hr5011,Rep.,Bennie Thompson,MS,Suzanne Bonamici,B001278,2018-12-20,21198
263,115,hr5012,Rep.,Todd Rokita,IN,Tom Marino,M001179,2018-02-14,21170
264,115,hr5012,Rep.,Todd Rokita,IN,Brian Babin,B001291,2018-02-14,21551
265,115,hr5012,Rep.,Todd Rokita,IN,Daniel Webster,W000806,2018-02-15,21116
266,115,hr5012,Rep.,Todd Rokita,IN,Dana Rohrabacher,R000409,2018-02-20,15621
267,115,hr5012,Rep.,Todd Rokita,IN,Thomas Garrett,G000580,2018-02-20,21721
268,115,hr5012,Rep.,Todd Rokita,IN,Mark Meadows,M001187,2018-02-20,21348
269,115,hr5012,Rep.,Todd Rokita,IN,Paul Gosar,G000565,2018-02-20,21103
270,115,hr5012,Rep.,Todd Rokita,IN,Ralph Norman,N000190,2018-02-20,21753
271,115,hr5012,Rep.,Todd Rokita,IN,Sam Graves,G000546,2018-02-20,20124
272,115,hr5012,Rep.,Todd Rokita,IN,Jody Hice,H001071,2018-02-23,21514
273,115,hr5012,Rep.,Todd Rokita,IN,Claudia Tenney,T000478,2018-02-23,21749
274,115,hr5012,Rep.,Todd Rokita,IN,Alex Mooney,M001195,2018-02-23,21557
275,115,hr5012,Rep.,Todd Rokita,IN,Scott Taylor,T000477,2018-02-27,21748
276,115,hr5012,Rep.,Todd Rokita,IN,Paul Mitchell,M001201,2018-03-06,21737
277,115,hr5012,Rep.,Todd Rokita,IN,Francis Rooney,R000607,2018-03-19,21742
278,115,hr5012,Rep.,Todd Rokita,IN,Ted Budd,B001305,2018-03-19,21708
279,115,hr5012,Rep.,Todd Rokita,IN,Doug LaMalfa,L000578,2018-03-21,21302
280,115,hr5012,Rep.,Todd Rokita,IN,David Rouzer,R000603,2018-03-21,21544
281,115,hr5012,Rep.,Todd Rokita,IN,Steven J. Chabot,C000266,2018-03-21,29550
282,115,hr5012,Rep.,Todd Rokita,IN,Steve King,K000362,2018-03-21,20325
283,115,hr5012,Rep.,Todd Rokita,IN,Bill Flores,F000461,2018-03-21,21182
284,115,hr5012,Rep.,Todd Rokita,IN,Scott DesJarlais,D000616,2018-04-02,21179
